COVID19 статистике,2020-03-12,
COVID-19 статистике заражени,Заражено укупно,
Ранк,Територија,Вредност
1,Град Београд,13.0
2,Град Ниш,4.0
3,Панчево,2.0
4,Темерин,1.0
4,Бачка Топола,1.0
4,Зрењанин,1.0
4,Чачак,1.0
4,Кикинда,1.0
9,Блаце,0.0
9,Богатић,0.0
9,Бојник,0.0
9,Бољевац,0.0
9,Бор,0.0
9,Босилеград,0.0
9,Брус,0.0
9,Бујановац,0.0
9,Ваљево,0.0
9,Варварин,0.0
9,Велика Плана,0.0
9,Велико Градиште,0.0
9,Владимирци,0.0
9,Владичин Хан,0.0
9,Власотинце,0.0
9,Врање,0.0
9,Врњачка Бања,0.0
9,Гаџин Хан,0.0
9,Голубац,0.0
9,Горњи Милановац,0.0
9,Деспотовац,0.0
9,Димитровград,0.0
9,Дољевац,0.0
9,Жабари,0.0
9,Жагубица,0.0
9,Житорађа,0.0
9,Зајечар,0.0
9,Ивањица,0.0
9,Кладово,0.0
9,Кнић,0.0
9,Књажевац,0.0
9,Косјерић,0.0
9,Коцељева,0.0
9,Крагујевац,0.0
9,Краљево,0.0
9,Крупањ,0.0
9,Крушевац,0.0
9,Куршумлија,0.0
9,Кучево,0.0
9,Лајковац,0.0
9,Лебане,0.0
9,Лесковац ,0.0
9,Лозница,0.0
9,Лучани,0.0
9,Љиг,0.0
9,Љубовија,0.0
9,Мајданпек,0.0
9,Мали Зворник,0.0
9,Мало Црниће,0.0
9,Медвеђа,0.0
9,Мерошина,0.0
9,Мионица,0.0
9,Неготин,0.0
9,Нова Варош,0.0
9,Нови Пазар,0.0
9,Осечина,0.0
9,Параћин,0.0
9,Петровац на Млави,0.0
9,Пирот,0.0
9,Пожаревац,0.0
9,Пожега,0.0
9,Прешево,0.0
9,Прибој,0.0
9,Пријепоље,0.0
9,Прокупље,0.0
9,Ражањ,0.0
9,Рача,0.0
9,Рашка,0.0
9,Рековац,0.0
9,Јагодина,0.0
9,Свилајнац,0.0
9,Сврљиг,0.0
9,Сјеница,0.0
9,Смедерево,0.0
9,Смедеревска Паланка,0.0
9,Сокобања,0.0
9,Сурдулица,0.0
9,Ужице,0.0
9,Топола,0.0
9,Трговиште,0.0
9,Трстеник,0.0
9,Тутин,0.0
9,Ћићевац,0.0
9,Ћуприја,0.0
9,Уб,0.0
9,Црна Трава,0.0
9,Чајетина,0.0
9,Шабац,0.0
9,Лапово,0.0
9,Костолац,0.0
9,Врањска Бања,0.0
9,Севојно,0.0
9,Ада,0.0
9,Алибунар,0.0
9,Апатин,0.0
9,Бач,0.0
9,Бачка Паланка,0.0
9,Бачки Петровац,0.0
9,Бела Црква,0.0
9,Беочин,0.0
9,Бечеј,0.0
9,Вршац,0.0
9,Жабаљ,0.0
9,Житиште,0.0
9,Инђија,0.0
9,Ириг,0.0
9,Кањижа,0.0
9,Ковачица,0.0
9,Ковин,0.0
9,Кула,0.0
9,Мали Иђош,0.0
9,Нова Црња,0.0
9,Нови Бечеј,0.0
9,Нови Кнежевац,0.0
9,Нови Сад ,0.0
9,Опово,0.0
9,Оџаци,0.0
9,Пећинци,0.0
9,Пландиште,0.0
9,Рума,0.0
9,Сента,0.0
9,Сечањ,0.0
9,Сомбор,0.0
9,Србобран,0.0
9,Сремска Митровица,0.0
9,Сремски Карловци,0.0
9,Стара Пазова,0.0
9,Суботица,0.0
9,Тител,0.0
9,Врбас,0.0
9,Чока,0.0
9,Шид,0.0
9,Александровац,0.0
9,Петроварадин,0.0
9,Алексинац,0.0
9,Аранђеловац,0.0
9,Ариље,0.0
9,Бабушница,0.0
9,Бајина Башта,0.0
9,Баточина,0.0
9,Бела Паланка,0.0
