COVID19 статистике,2020-03-20,
COVID-19 статистике заражени,Заражено укупно,
Ранк,Територија,Вредност
1,Град Београд,53.0
2,Град Ниш,28.0
3,Ваљево,17.0
4,Ћуприја,9.0
5,Кикинда,6.0
6,Чачак,5.0
7,Нови Сад ,4.0
8,Ужице,2.0
8,Панчево,2.0
10,Крагујевац,1.0
10,Зрењанин,1.0
10,Пожаревац,1.0
10,Бачка Топола,1.0
10,Велико Градиште,1.0
10,Сремски Карловци,1.0
10,Врање,1.0
10,Аранђеловац,1.0
10,Темерин,1.0
19,Владичин Хан,0.0
19,Власотинце,0.0
19,Врњачка Бања,0.0
19,Гаџин Хан,0.0
19,Голубац,0.0
19,Горњи Милановац,0.0
19,Деспотовац,0.0
19,Димитровград,0.0
19,Дољевац,0.0
19,Жабари,0.0
19,Жагубица,0.0
19,Житорађа,0.0
19,Зајечар,0.0
19,Ивањица,0.0
19,Кладово,0.0
19,Кнић,0.0
19,Књажевац,0.0
19,Косјерић,0.0
19,Коцељева,0.0
19,Краљево,0.0
19,Крупањ,0.0
19,Крушевац,0.0
19,Куршумлија,0.0
19,Кучево,0.0
19,Лајковац,0.0
19,Лебане,0.0
19,Лесковац ,0.0
19,Лозница,0.0
19,Лучани,0.0
19,Љиг,0.0
19,Љубовија,0.0
19,Мајданпек,0.0
19,Мали Зворник,0.0
19,Мало Црниће,0.0
19,Медвеђа,0.0
19,Мерошина,0.0
19,Мионица,0.0
19,Неготин,0.0
19,Нова Варош,0.0
19,Нови Пазар,0.0
19,Осечина,0.0
19,Параћин,0.0
19,Петровац на Млави,0.0
19,Пирот,0.0
19,Пожега,0.0
19,Прешево,0.0
19,Прибој,0.0
19,Пријепоље,0.0
19,Прокупље,0.0
19,Ражањ,0.0
19,Рача,0.0
19,Рашка,0.0
19,Рековац,0.0
19,Јагодина,0.0
19,Свилајнац,0.0
19,Сврљиг,0.0
19,Сјеница,0.0
19,Смедерево,0.0
19,Смедеревска Паланка,0.0
19,Сокобања,0.0
19,Сурдулица,0.0
19,Топола,0.0
19,Трговиште,0.0
19,Трстеник,0.0
19,Тутин,0.0
19,Ћићевац,0.0
19,Уб,0.0
19,Црна Трава,0.0
19,Чајетина,0.0
19,Шабац,0.0
19,Лапово,0.0
19,Костолац,0.0
19,Врањска Бања,0.0
19,Севојно,0.0
19,Ада,0.0
19,Алибунар,0.0
19,Апатин,0.0
19,Бач,0.0
19,Бачка Паланка,0.0
19,Бачки Петровац,0.0
19,Бела Црква,0.0
19,Беочин,0.0
19,Бечеј,0.0
19,Вршац,0.0
19,Жабаљ,0.0
19,Житиште,0.0
19,Инђија,0.0
19,Ириг,0.0
19,Кањижа,0.0
19,Ковачица,0.0
19,Ковин,0.0
19,Кула,0.0
19,Мали Иђош,0.0
19,Нова Црња,0.0
19,Нови Бечеј,0.0
19,Нови Кнежевац,0.0
19,Опово,0.0
19,Оџаци,0.0
19,Пећинци,0.0
19,Пландиште,0.0
19,Рума,0.0
19,Сента,0.0
19,Сечањ,0.0
19,Сомбор,0.0
19,Србобран,0.0
19,Сремска Митровица,0.0
19,Стара Пазова,0.0
19,Суботица,0.0
19,Тител,0.0
19,Врбас,0.0
19,Чока,0.0
19,Шид,0.0
19,Александровац,0.0
19,Петроварадин,0.0
19,Алексинац,0.0
19,Ариље,0.0
19,Бабушница,0.0
19,Бајина Башта,0.0
19,Баточина,0.0
19,Бела Паланка,0.0
19,Блаце,0.0
19,Богатић,0.0
19,Бојник,0.0
19,Бољевац,0.0
19,Бор,0.0
19,Босилеград,0.0
19,Брус,0.0
19,Бујановац,0.0
19,Варварин,0.0
19,Велика Плана,0.0
19,Владимирци,0.0
