COVID19 статистике,2020-03-18,
COVID-19 статистике заражени,Заражено укупно,
Ранк,Територија,Вредност
1,Град Београд,38.0
2,Град Ниш,20.0
3,Ваљево,8.0
4,Кикинда,5.0
5,Чачак,3.0
6,Нови Сад ,2.0
6,Ћуприја,2.0
6,Ужице,2.0
6,Панчево,2.0
10,Зрењанин,1.0
10,Аранђеловац,1.0
10,Врање,1.0
10,Велико Градиште,1.0
10,Бачка Топола,1.0
10,Темерин,1.0
10,Крагујевац,1.0
17,Велика Плана,0.0
17,Владимирци,0.0
17,Владичин Хан,0.0
17,Власотинце,0.0
17,Врњачка Бања,0.0
17,Гаџин Хан,0.0
17,Голубац,0.0
17,Горњи Милановац,0.0
17,Деспотовац,0.0
17,Димитровград,0.0
17,Дољевац,0.0
17,Жабари,0.0
17,Жагубица,0.0
17,Житорађа,0.0
17,Зајечар,0.0
17,Ивањица,0.0
17,Кладово,0.0
17,Кнић,0.0
17,Књажевац,0.0
17,Косјерић,0.0
17,Коцељева,0.0
17,Краљево,0.0
17,Крупањ,0.0
17,Крушевац,0.0
17,Куршумлија,0.0
17,Кучево,0.0
17,Лајковац,0.0
17,Лебане,0.0
17,Лесковац ,0.0
17,Лозница,0.0
17,Лучани,0.0
17,Љиг,0.0
17,Љубовија,0.0
17,Мајданпек,0.0
17,Мали Зворник,0.0
17,Мало Црниће,0.0
17,Медвеђа,0.0
17,Мерошина,0.0
17,Мионица,0.0
17,Неготин,0.0
17,Нова Варош,0.0
17,Нови Пазар,0.0
17,Осечина,0.0
17,Параћин,0.0
17,Петровац на Млави,0.0
17,Пирот,0.0
17,Пожаревац,0.0
17,Пожега,0.0
17,Прешево,0.0
17,Прибој,0.0
17,Пријепоље,0.0
17,Прокупље,0.0
17,Ражањ,0.0
17,Рача,0.0
17,Рашка,0.0
17,Рековац,0.0
17,Јагодина,0.0
17,Свилајнац,0.0
17,Сврљиг,0.0
17,Сјеница,0.0
17,Смедерево,0.0
17,Смедеревска Паланка,0.0
17,Сокобања,0.0
17,Сурдулица,0.0
17,Топола,0.0
17,Трговиште,0.0
17,Трстеник,0.0
17,Тутин,0.0
17,Ћићевац,0.0
17,Уб,0.0
17,Црна Трава,0.0
17,Чајетина,0.0
17,Шабац,0.0
17,Лапово,0.0
17,Костолац,0.0
17,Врањска Бања,0.0
17,Севојно,0.0
17,Ада,0.0
17,Алибунар,0.0
17,Апатин,0.0
17,Бач,0.0
17,Бачка Паланка,0.0
17,Бачки Петровац,0.0
17,Бела Црква,0.0
17,Беочин,0.0
17,Бечеј,0.0
17,Вршац,0.0
17,Жабаљ,0.0
17,Житиште,0.0
17,Инђија,0.0
17,Ириг,0.0
17,Кањижа,0.0
17,Ковачица,0.0
17,Ковин,0.0
17,Кула,0.0
17,Мали Иђош,0.0
17,Нова Црња,0.0
17,Нови Бечеј,0.0
17,Нови Кнежевац,0.0
17,Опово,0.0
17,Оџаци,0.0
17,Пећинци,0.0
17,Пландиште,0.0
17,Рума,0.0
17,Сента,0.0
17,Сечањ,0.0
17,Сомбор,0.0
17,Србобран,0.0
17,Сремска Митровица,0.0
17,Сремски Карловци,0.0
17,Стара Пазова,0.0
17,Суботица,0.0
17,Тител,0.0
17,Врбас,0.0
17,Чока,0.0
17,Шид,0.0
17,Александровац,0.0
17,Петроварадин,0.0
17,Алексинац,0.0
17,Ариље,0.0
17,Бабушница,0.0
17,Бајина Башта,0.0
17,Баточина,0.0
17,Бела Паланка,0.0
17,Блаце,0.0
17,Богатић,0.0
17,Бојник,0.0
17,Бољевац,0.0
17,Бор,0.0
17,Босилеград,0.0
17,Брус,0.0
17,Бујановац,0.0
17,Варварин,0.0
