COVID19 статистике,2020-03-11,
COVID-19 статистике заражени,Заражено укупно,
Ранк,Територија,Вредност
1,Град Београд,8.0
2,Град Ниш,4.0
3,Панчево,2.0
4,Чачак,1.0
4,Бачка Топола,1.0
4,Темерин,1.0
4,Кикинда,1.0
8,Бела Паланка,0.0
8,Блаце,0.0
8,Богатић,0.0
8,Бојник,0.0
8,Бољевац,0.0
8,Бор,0.0
8,Босилеград,0.0
8,Брус,0.0
8,Бујановац,0.0
8,Ваљево,0.0
8,Варварин,0.0
8,Велика Плана,0.0
8,Велико Градиште,0.0
8,Владимирци,0.0
8,Владичин Хан,0.0
8,Власотинце,0.0
8,Врање,0.0
8,Врњачка Бања,0.0
8,Гаџин Хан,0.0
8,Голубац,0.0
8,Горњи Милановац,0.0
8,Деспотовац,0.0
8,Димитровград,0.0
8,Дољевац,0.0
8,Жабари,0.0
8,Жагубица,0.0
8,Житорађа,0.0
8,Зајечар,0.0
8,Ивањица,0.0
8,Кладово,0.0
8,Кнић,0.0
8,Књажевац,0.0
8,Косјерић,0.0
8,Коцељева,0.0
8,Крагујевац,0.0
8,Краљево,0.0
8,Крупањ,0.0
8,Крушевац,0.0
8,Куршумлија,0.0
8,Кучево,0.0
8,Лајковац,0.0
8,Лебане,0.0
8,Лесковац ,0.0
8,Лозница,0.0
8,Лучани,0.0
8,Љиг,0.0
8,Љубовија,0.0
8,Мајданпек,0.0
8,Мали Зворник,0.0
8,Мало Црниће,0.0
8,Медвеђа,0.0
8,Мерошина,0.0
8,Мионица,0.0
8,Неготин,0.0
8,Нова Варош,0.0
8,Нови Пазар,0.0
8,Осечина,0.0
8,Параћин,0.0
8,Петровац на Млави,0.0
8,Пирот,0.0
8,Пожаревац,0.0
8,Пожега,0.0
8,Прешево,0.0
8,Прибој,0.0
8,Пријепоље,0.0
8,Прокупље,0.0
8,Ражањ,0.0
8,Рача,0.0
8,Рашка,0.0
8,Рековац,0.0
8,Јагодина,0.0
8,Свилајнац,0.0
8,Сврљиг,0.0
8,Сјеница,0.0
8,Смедерево,0.0
8,Смедеревска Паланка,0.0
8,Сокобања,0.0
8,Сурдулица,0.0
8,Ужице,0.0
8,Топола,0.0
8,Трговиште,0.0
8,Трстеник,0.0
8,Тутин,0.0
8,Ћићевац,0.0
8,Ћуприја,0.0
8,Уб,0.0
8,Црна Трава,0.0
8,Чајетина,0.0
8,Шабац,0.0
8,Лапово,0.0
8,Костолац,0.0
8,Врањска Бања,0.0
8,Севојно,0.0
8,Ада,0.0
8,Алибунар,0.0
8,Апатин,0.0
8,Бач,0.0
8,Бачка Паланка,0.0
8,Бачки Петровац,0.0
8,Бела Црква,0.0
8,Беочин,0.0
8,Бечеј,0.0
8,Вршац,0.0
8,Жабаљ,0.0
8,Житиште,0.0
8,Зрењанин,0.0
8,Инђија,0.0
8,Ириг,0.0
8,Кањижа,0.0
8,Ковачица,0.0
8,Ковин,0.0
8,Кула,0.0
8,Мали Иђош,0.0
8,Нова Црња,0.0
8,Нови Бечеј,0.0
8,Нови Кнежевац,0.0
8,Нови Сад ,0.0
8,Опово,0.0
8,Оџаци,0.0
8,Пећинци,0.0
8,Пландиште,0.0
8,Рума,0.0
8,Сента,0.0
8,Сечањ,0.0
8,Сомбор,0.0
8,Србобран,0.0
8,Сремска Митровица,0.0
8,Сремски Карловци,0.0
8,Стара Пазова,0.0
8,Суботица,0.0
8,Тител,0.0
8,Врбас,0.0
8,Чока,0.0
8,Шид,0.0
8,Александровац,0.0
8,Петроварадин,0.0
8,Алексинац,0.0
8,Аранђеловац,0.0
8,Ариље,0.0
8,Бабушница,0.0
8,Бајина Башта,0.0
8,Баточина,0.0
